reading_id,room_id,date,time,temperature_c,humidity_pct,occupancy_count,max_capacity,utilization_pct,ac_status,light_status,projector_status,air_quality_index
SNS0001083,Room-G01,2025-07-03,09:00,20.3,50.5,46,60,76.7,ON,ON,ON,88
SNS0001084,Room-G01,2025-07-03,10:00,25.8,53.3,19,60,31.7,OFF,ON,ON,87
SNS0001085,Room-G01,2025-07-03,11:00,24.9,55.8,2,60,3.3,OFF,ON,OFF,176
SNS0001086,Room-G01,2025-07-03,12:00,33.5,43.1,9,60,15.0,OFF,ON,OFF,82
SNS0001087,Room-G01,2025-07-03,13:00,28.4,36.5,24,60,40.0,ON,ON,OFF,43
SNS0001088,Room-G01,2025-07-03,14:00,22.7,71.6,41,60,68.3,ON,ON,ON,130
SNS0001089,Room-G01,2025-07-03,15:00,26.7,54.3,8,60,13.3,OFF,ON,OFF,84
SNS0001090,Room-G02,2025-07-03,07:00,23.4,36.3,9,60,15.0,OFF,ON,OFF,107
SNS0001091,Room-G02,2025-07-03,08:00,28.8,43.8,39,60,65.0,ON,ON,OFF,67
SNS0001092,Room-G02,2025-07-03,09:00,21.6,52.0,42,60,70.0,ON,ON,ON,157
SNS0001093,Room-G02,2025-07-03,10:00,26.0,55.6,53,60,88.3,ON,ON,OFF,93
SNS0001094,Room-G02,2025-07-03,11:00,36.9,67.6,28,60,46.7,ON,ON,ON,86
SNS0001095,Room-G02,2025-07-03,12:00,25.2,47.4,39,60,65.0,ON,ON,ON,96
SNS0001096,Room-G02,2025-07-03,13:00,23.0,40.9,30,60,50.0,ON,ON,ON,39
SNS0001097,Room-G02,2025-07-03,14:00,35.7,70.3,18,60,30.0,OFF,ON,ON,90
SNS0001098,Room-G02,2025-07-03,15:00,23.5,61.1,8,60,13.3,OFF,ON,OFF,102
SNS0001099,Room-G03,2025-07-03,07:00,26.7,68.0,3,60,5.0,OFF,ON,OFF,98
SNS0001100,Room-G03,2025-07-03,08:00,24.7,73.7,53,60,88.3,ON,ON,ON,173
SNS0001101,Room-G03,2025-07-03,09:00,25.1,57.7,34,60,56.7,ON,ON,ON,128
SNS0001102,Room-G03,2025-07-03,10:00,36.0,55.7,37,60,61.7,ON,ON,OFF,158
SNS0001103,Room-G03,2025-07-03,11:00,26.9,53.7,30,60,50.0,ON,ON,ON,180
SNS0001104,Room-G03,2025-07-03,12:00,26.9,39.3,42,60,70.0,ON,ON,ON,130
SNS0001105,Room-G03,2025-07-03,13:00,23.3,67.5,8,60,13.3,OFF,ON,OFF,89
SNS0001106,Room-G03,2025-07-03,14:00,25.7,60.8,29,60,48.3,ON,ON,OFF,171
SNS0001107,Room-G03,2025-07-03,15:00,21.3,40.5,1,60,1.7,OFF,ON,OFF,52
SNS0001108,Room-G04,2025-07-03,07:00,24.7,37.1,7,60,11.7,OFF,ON,OFF,147
SNS0001109,Room-G04,2025-07-03,08:00,28.1,75.0,26,60,43.3,ON,ON,OFF,76
SNS0001110,Room-G04,2025-07-03,09:00,26.5,49.3,51,60,85.0,ON,ON,ON,163
SNS0001111,Room-G04,2025-07-03,10:00,22.6,64.0,18,60,30.0,OFF,ON,ON,71
SNS0001112,Room-G04,2025-07-03,11:00,29.4,48.1,32,60,53.3,ON,ON,OFF,58
SNS0001113,Room-G04,2025-07-03,12:00,36.3,70.8,17,60,28.3,OFF,ON,OFF,53
SNS0001114,Room-G04,2025-07-03,13:00,26.1,39.3,26,60,43.3,ON,ON,ON,106
SNS0001115,Room-G04,2025-07-03,14:00,26.8,51.7,8,60,13.3,OFF,ON,OFF,80
SNS0001116,Room-G04,2025-07-03,15:00,22.1,60.4,3,60,5.0,OFF,ON,OFF,84
SNS0001117,Room-G05,2025-07-03,07:00,20.3,40.7,4,60,6.7,OFF,ON,OFF,93
SNS0001118,Room-G05,2025-07-03,08:00,20.4,71.7,20,60,33.3,OFF,ON,OFF,35
SNS0001119,Room-G05,2025-07-03,09:00,24.3,59.1,3,60,5.0,OFF,ON,OFF,50
SNS0001120,Room-G05,2025-07-03,10:00,27.7,61.0,42,60,70.0,ON,ON,ON,169
SNS0001121,Room-G05,2025-07-03,11:00,37.7,70.0,25,60,41.7,ON,ON,OFF,63
SNS0001122,Room-G05,2025-07-03,12:00,30.6,67.3,11,60,18.3,OFF,ON,OFF,79
SNS0001123,Room-G05,2025-07-03,13:00,34.6,72.1,22,60,36.7,ON,ON,OFF,178
SNS0001124,Room-G05,2025-07-03,14:00,25.2,62.9,43,60,71.7,ON,ON,OFF,161
SNS0001125,Room-G05,2025-07-03,15:00,24.9,36.8,7,60,11.7,OFF,ON,OFF,157
SNS0001126,Room-G06,2025-07-03,07:00,23.0,63.7,1,60,1.7,OFF,ON,OFF,57
SNS0001127,Room-G06,2025-07-03,08:00,23.7,63.1,36,60,60.0,ON,ON,OFF,162
SNS0001128,Room-G06,2025-07-03,09:00,29.3,41.9,12,60,20.0,OFF,ON,OFF,176
SNS0001129,Room-G06,2025-07-03,10:00,37.7,58.7,33,60,55.0,ON,ON,OFF,150
SNS0001130,Room-G06,2025-07-03,11:00,25.0,71.3,25,60,41.7,ON,ON,OFF,110
SNS0001131,Room-G06,2025-07-03,12:00,32.6,61.3,22,60,36.7,ON,ON,OFF,56
SNS0001132,Room-G06,2025-07-03,13:00,31.7,58.3,36,60,60.0,ON,ON,OFF,33
SNS0001133,Room-G06,2025-07-03,14:00,31.3,35.7,8,60,13.3,OFF,ON,OFF,156
SNS0001134,Room-G06,2025-07-03,15:00,28.2,49.8,1,60,1.7,OFF,ON,OFF,55
SNS0001135,Room-G07,2025-07-03,07:00,22.8,62.8,4,60,6.7,OFF,ON,OFF,110
SNS0001136,Room-G07,2025-07-03,08:00,21.7,69.2,46,60,76.7,ON,ON,OFF,63
SNS0001137,Room-G07,2025-07-03,09:00,26.9,42.1,40,60,66.7,ON,ON,OFF,37
SNS0001138,Room-G07,2025-07-03,10:00,33.8,69.9,21,60,35.0,ON,ON,OFF,44
SNS0001139,Room-G07,2025-07-03,11:00,25.5,70.8,43,60,71.7,ON,ON,OFF,133
SNS0001140,Room-G07,2025-07-03,12:00,23.4,45.3,8,60,13.3,OFF,ON,OFF,62
SNS0001141,Room-G07,2025-07-03,13:00,24.0,71.9,6,60,10.0,OFF,ON,OFF,79
SNS0001142,Room-G07,2025-07-03,14:00,25.4,39.0,2,60,3.3,OFF,ON,OFF,32
SNS0001143,Room-G07,2025-07-03,15:00,25.9,68.8,7,60,11.7,OFF,ON,OFF,35
SNS0001144,Room-G08,2025-07-03,07:00,24.5,58.8,8,60,13.3,OFF,ON,OFF,153
SNS0001145,Room-G08,2025-07-03,08:00,25.5,63.2,23,60,38.3,ON,ON,OFF,143
SNS0001146,Room-G08,2025-07-03,09:00,27.3,37.2,14,60,23.3,OFF,ON,ON,36
SNS0001147,Room-G08,2025-07-03,10:00,30.8,57.6,19,60,31.7,OFF,ON,ON,148
SNS0001148,Room-G08,2025-07-03,11:00,27.2,69.5,20,60,33.3,OFF,ON,OFF,87
SNS0001149,Room-G08,2025-07-03,12:00,34.0,61.3,25,60,41.7,ON,ON,ON,108
SNS0001150,Room-G08,2025-07-03,13:00,27.2,47.2,7,60,11.7,OFF,ON,OFF,176
SNS0001151,Room-G08,2025-07-03,14:00,36.3,53.1,41,60,68.3,ON,ON,ON,72
SNS0001152,Room-G08,2025-07-03,15:00,24.5,71.0,1,60,1.7,OFF,ON,OFF,112
SNS0001153,Room-G09,2025-07-03,07:00,29.9,40.2,3,60,5.0,OFF,ON,OFF,72
SNS0001154,Room-G09,2025-07-03,08:00,23.8,52.6,40,60,66.7,ON,ON,ON,168
SNS0001155,Room-G09,2025-07-03,09:00,23.5,64.5,34,60,56.7,ON,ON,OFF,36
SNS0001156,Room-G09,2025-07-03,10:00,30.5,55.1,27,60,45.0,ON,ON,OFF,104
SNS0001157,Room-G09,2025-07-03,11:00,36.6,66.6,44,60,73.3,ON,ON,ON,93
SNS0001158,Room-G09,2025-07-03,12:00,24.8,44.4,47,60,78.3,ON,ON,ON,173
SNS0001159,Room-G09,2025-07-03,13:00,34.1,42.3,12,60,20.0,OFF,ON,ON,147
SNS0001160,Room-G09,2025-07-03,14:00,33.3,73.6,13,60,21.7,OFF,ON,ON,170
SNS0001161,Room-G09,2025-07-03,15:00,23.0,53.0,9,60,15.0,OFF,ON,OFF,68
SNS0001162,Room-G10,2025-07-03,07:00,22.7,39.3,9,60,15.0,OFF,ON,OFF,75
SNS0001163,Room-G10,2025-07-03,08:00,24.1,64.5,25,60,41.7,ON,ON,ON,56
SNS0001164,Room-G10,2025-07-03,09:00,27.7,70.0,21,60,35.0,ON,ON,OFF,119
SNS0001165,Room-G10,2025-07-03,10:00,33.1,38.2,37,60,61.7,ON,ON,ON,123
SNS0001166,Room-G10,2025-07-03,11:00,24.5,45.0,39,60,65.0,ON,ON,OFF,102
SNS0001167,Room-G10,2025-07-03,12:00,25.4,43.5,31,60,51.7,ON,ON,OFF,103
SNS0001168,Room-G10,2025-07-03,13:00,35.5,54.1,15,60,25.0,OFF,ON,OFF,104
SNS0001169,Room-G10,2025-07-03,14:00,28.1,50.8,12,60,20.0,OFF,ON,ON,59
SNS0001170,Room-G10,2025-07-03,15:00,23.2,44.6,2,60,3.3,OFF,ON,OFF,170
SNS0001171,Room-G11,2025-07-03,07:00,25.7,52.9,8,60,13.3,OFF,ON,OFF,76
SNS0001172,Room-G11,2025-07-03,08:00,24.1,37.5,46,60,76.7,ON,ON,OFF,54
SNS0001173,Room-G11,2025-07-03,09:00,28.3,43.6,44,60,73.3,ON,ON,OFF,148
SNS0001174,Room-G11,2025-07-03,10:00,35.2,74.4,21,60,35.0,ON,ON,OFF,124
SNS0001175,Room-G11,2025-07-03,11:00,37.2,44.4,51,60,85.0,ON,ON,OFF,98
SNS0001176,Room-G11,2025-07-03,12:00,33.8,49.1,0,60,0.0,OFF,OFF,OFF,161
SNS0001177,Room-G11,2025-07-03,13:00,27.7,59.2,52,60,86.7,ON,ON,OFF,105
SNS0001178,Room-G11,2025-07-03,14:00,25.2,49.0,38,60,63.3,ON,ON,ON,89
SNS0001179,Room-G11,2025-07-03,15:00,26.8,67.6,4,60,6.7,OFF,ON,OFF,115
SNS0001180,Room-G12,2025-07-03,07:00,27.0,54.3,0,60,0.0,OFF,OFF,OFF,80
SNS0001181,Room-G12,2025-07-03,08:00,25.2,50.6,29,60,48.3,ON,ON,ON,158
SNS0001182,Room-G12,2025-07-03,09:00,28.5,57.9,17,60,28.3,OFF,ON,OFF,57
SNS0001183,Room-G12,2025-07-03,10:00,32.1,53.1,0,60,0.0,OFF,OFF,OFF,162
SNS0001184,Room-G12,2025-07-03,11:00,22.2,35.3,24,60,40.0,ON,ON,ON,40
SNS0001185,Room-G12,2025-07-03,12:00,30.3,52.4,43,60,71.7,ON,ON,ON,132
SNS0001186,Room-G12,2025-07-03,13:00,27.6,36.8,14,60,23.3,OFF,ON,OFF,119
SNS0001187,Room-G12,2025-07-03,14:00,22.7,47.7,47,60,78.3,ON,ON,OFF,48
SNS0001188,Room-G12,2025-07-03,15:00,21.6,43.5,10,60,16.7,OFF,ON,OFF,135
SNS0001189,Room-G13,2025-07-03,07:00,29.9,64.2,9,60,15.0,OFF,ON,OFF,72
SNS0001190,Room-G13,2025-07-03,08:00,25.7,52.9,25,60,41.7,ON,ON,OFF,78
SNS0001191,Room-G13,2025-07-03,09:00,20.4,37.5,25,60,41.7,ON,ON,OFF,162
SNS0001192,Room-G13,2025-07-03,10:00,33.0,71.0,6,60,10.0,OFF,ON,OFF,112
SNS0001193,Room-G13,2025-07-03,11:00,34.3,57.7,27,60,45.0,ON,ON,ON,132
SNS0001194,Room-G13,2025-07-03,12:00,30.2,56.8,25,60,41.7,ON,ON,ON,93
SNS0001195,Room-G13,2025-07-03,13:00,26.4,36.9,3,60,5.0,OFF,ON,OFF,117
SNS0001196,Room-G13,2025-07-03,14:00,29.0,44.2,23,60,38.3,ON,ON,OFF,38
SNS0001197,Room-G13,2025-07-03,15:00,26.1,45.8,3,60,5.0,OFF,ON,OFF,73
SNS0001198,Room-G14,2025-07-03,07:00,24.3,41.5,9,60,15.0,OFF,ON,OFF,83
SNS0001199,Room-G14,2025-07-03,08:00,25.7,63.2,53,60,88.3,ON,ON,ON,112
SNS0001200,Room-G14,2025-07-03,09:00,23.5,56.4,29,60,48.3,ON,ON,OFF,55
SNS0001201,Room-G14,2025-07-03,10:00,37.0,57.0,40,60,66.7,ON,ON,OFF,53
SNS0001202,Room-G14,2025-07-03,11:00,28.8,72.6,20,60,33.3,OFF,ON,OFF,40
SNS0001203,Room-G14,2025-07-03,12:00,22.8,47.9,44,60,73.3,ON,ON,OFF,100
SNS0001204,Room-G14,2025-07-03,13:00,29.1,71.0,12,60,20.0,OFF,ON,ON,34
SNS0001205,Room-G14,2025-07-03,14:00,32.5,67.7,12,60,20.0,OFF,ON,OFF,104
SNS0001206,Room-G14,2025-07-03,15:00,28.9,59.6,7,60,11.7,OFF,ON,OFF,180
SNS0001207,Room-G15,2025-07-03,07:00,25.1,69.1,2,60,3.3,OFF,ON,OFF,92
SNS0001208,Room-G15,2025-07-03,08:00,21.7,69.1,23,60,38.3,ON,ON,ON,67
SNS0001209,Room-G15,2025-07-03,09:00,23.6,62.9,24,60,40.0,ON,ON,ON,82
SNS0001210,Room-G15,2025-07-03,10:00,37.9,44.0,12,60,20.0,OFF,ON,OFF,116
SNS0001211,Room-G15,2025-07-03,11:00,31.4,62.8,22,60,36.7,ON,ON,ON,122
SNS0001212,Room-G15,2025-07-03,12:00,25.0,62.3,19,60,31.7,OFF,ON,ON,89
SNS0001213,Room-G15,2025-07-03,13:00,37.2,55.6,39,60,65.0,ON,ON,OFF,137
SNS0001214,Room-G15,2025-07-03,14:00,22.7,66.2,6,60,10.0,OFF,ON,OFF,71
SNS0001215,Room-G15,2025-07-03,15:00,26.8,37.4,10,60,16.7,OFF,ON,OFF,107
SNS0001216,Room-101,2025-07-03,07:00,22.0,49.7,6,60,10.0,OFF,ON,OFF,96
SNS0001217,Room-101,2025-07-03,08:00,26.1,68.9,14,60,23.3,OFF,ON,OFF,176
SNS0001218,Room-101,2025-07-03,09:00,23.9,60.3,0,60,0.0,OFF,OFF,OFF,49
SNS0001219,Room-101,2025-07-03,10:00,28.3,62.8,26,60,43.3,ON,ON,ON,180
SNS0001220,Room-101,2025-07-03,11:00,29.6,57.0,54,60,90.0,ON,ON,ON,59
SNS0001221,Room-101,2025-07-03,12:00,25.7,38.4,23,60,38.3,ON,ON,OFF,68
SNS0001222,Room-101,2025-07-03,13:00,23.6,50.3,10,60,16.7,OFF,ON,OFF,66
SNS0001223,Room-101,2025-07-03,14:00,31.0,71.2,19,60,31.7,OFF,ON,OFF,104
SNS0001224,Room-101,2025-07-03,15:00,21.4,58.8,4,60,6.7,OFF,ON,OFF,158
SNS0001225,Room-102,2025-07-03,07:00,21.2,67.4,8,60,13.3,OFF,ON,OFF,125
SNS0001226,Room-102,2025-07-03,08:00,25.0,43.8,32,60,53.3,ON,ON,ON,121
SNS0001227,Room-102,2025-07-03,09:00,28.3,52.6,18,60,30.0,OFF,ON,OFF,140
SNS0001228,Room-102,2025-07-03,10:00,26.6,43.6,53,60,88.3,ON,ON,OFF,134
SNS0001229,Room-102,2025-07-03,11:00,29.0,61.5,54,60,90.0,ON,ON,ON,135
SNS0001230,Room-102,2025-07-03,12:00,22.2,45.4,39,60,65.0,ON,ON,OFF,172
SNS0001231,Room-102,2025-07-03,13:00,31.8,57.0,10,60,16.7,OFF,ON,OFF,118
SNS0001232,Room-102,2025-07-03,14:00,37.9,67.6,34,60,56.7,ON,ON,OFF,136
SNS0001233,Room-102,2025-07-03,15:00,21.2,63.0,9,60,15.0,OFF,ON,OFF,139
SNS0001234,Room-103,2025-07-03,07:00,24.1,53.3,3,60,5.0,OFF,ON,OFF,38
SNS0001235,Room-103,2025-07-03,08:00,25.5,54.6,1,60,1.7,OFF,ON,OFF,142
SNS0001236,Room-103,2025-07-03,09:00,26.6,51.2,48,60,80.0,ON,ON,OFF,37
SNS0001237,Room-103,2025-07-03,10:00,31.7,71.4,8,60,13.3,OFF,ON,OFF,80
SNS0001238,Room-103,2025-07-03,11:00,37.6,74.2,15,60,25.0,OFF,ON,OFF,121
SNS0001239,Room-103,2025-07-03,12:00,28.5,46.1,36,60,60.0,ON,ON,ON,131
SNS0001240,Room-103,2025-07-03,13:00,25.3,66.8,19,60,31.7,OFF,ON,ON,140
SNS0001241,Room-103,2025-07-03,14:00,33.9,48.2,49,60,81.7,ON,ON,ON,121
SNS0001242,Room-103,2025-07-03,15:00,28.0,73.7,5,60,8.3,OFF,ON,OFF,44
SNS0001243,Room-104,2025-07-03,07:00,26.1,41.0,6,60,10.0,OFF,ON,OFF,178
SNS0001244,Room-104,2025-07-03,08:00,29.7,67.2,37,60,61.7,ON,ON,ON,54
SNS0001245,Room-104,2025-07-03,09:00,22.8,50.5,46,60,76.7,ON,ON,OFF,54
SNS0001246,Room-104,2025-07-03,10:00,37.6,58.4,46,60,76.7,ON,ON,ON,68
SNS0001247,Room-104,2025-07-03,11:00,37.8,59.7,18,60,30.0,OFF,ON,ON,149
SNS0001248,Room-104,2025-07-03,12:00,26.0,43.6,32,60,53.3,ON,ON,OFF,131
SNS0001249,Room-104,2025-07-03,13:00,27.6,53.3,0,60,0.0,OFF,OFF,OFF,76
SNS0001250,Room-104,2025-07-03,14:00,34.4,47.3,34,60,56.7,ON,ON,OFF,140
SNS0001251,Room-104,2025-07-03,15:00,25.6,50.8,10,60,16.7,OFF,ON,OFF,114
SNS0001252,Room-105,2025-07-03,07:00,26.6,50.6,3,60,5.0,OFF,ON,OFF,109
SNS0001253,Room-105,2025-07-03,08:00,22.3,73.7,34,60,56.7,ON,ON,ON,72
SNS0001254,Room-105,2025-07-03,09:00,25.6,45.5,54,60,90.0,ON,ON,ON,97
SNS0001255,Room-105,2025-07-03,10:00,34.6,35.6,8,60,13.3,OFF,ON,OFF,67
SNS0001256,Room-105,2025-07-03,11:00,35.8,53.8,11,60,18.3,OFF,ON,ON,155
SNS0001257,Room-105,2025-07-03,12:00,30.4,40.1,7,60,11.7,OFF,ON,OFF,79
SNS0001258,Room-105,2025-07-03,13:00,32.2,60.1,5,60,8.3,OFF,ON,OFF,112
SNS0001259,Room-105,2025-07-03,14:00,30.0,55.9,48,60,80.0,ON,ON,OFF,119
SNS0001260,Room-105,2025-07-03,15:00,29.9,74.8,1,60,1.7,OFF,ON,OFF,42
SNS0001261,Room-106,2025-07-03,07:00,22.0,44.7,3,60,5.0,OFF,ON,OFF,68
SNS0001262,Room-106,2025-07-03,08:00,28.8,58.7,23,60,38.3,ON,ON,ON,137
SNS0001263,Room-106,2025-07-03,09:00,26.2,37.7,2,60,3.3,OFF,ON,OFF,127
SNS0001264,Room-106,2025-07-03,10:00,25.1,36.2,32,60,53.3,ON,ON,ON,31
SNS0001265,Room-106,2025-07-03,11:00,32.0,35.9,4,60,6.7,OFF,ON,OFF,149
SNS0001266,Room-106,2025-07-03,12:00,30.8,60.5,19,60,31.7,OFF,ON,OFF,66
SNS0001267,Room-106,2025-07-03,13:00,35.8,74.0,13,60,21.7,OFF,ON,ON,63
SNS0001268,Room-106,2025-07-03,14:00,31.5,41.9,15,60,25.0,OFF,ON,OFF,54
SNS0001269,Room-106,2025-07-03,15:00,25.6,49.3,3,60,5.0,OFF,ON,OFF,177
SNS0001270,Room-107,2025-07-03,07:00,26.2,40.7,10,60,16.7,OFF,ON,OFF,135
SNS0001271,Room-107,2025-07-03,08:00,27.7,74.0,3,60,5.0,OFF,ON,OFF,37
SNS0001272,Room-107,2025-07-03,09:00,24.6,73.7,27,60,45.0,ON,ON,ON,77
SNS0001273,Room-107,2025-07-03,10:00,25.5,37.0,44,60,73.3,ON,ON,OFF,33
SNS0001274,Room-107,2025-07-03,11:00,37.6,61.4,16,60,26.7,OFF,ON,OFF,41
SNS0001275,Room-107,2025-07-03,12:00,36.8,59.0,50,60,83.3,ON,ON,ON,146
SNS0001276,Room-107,2025-07-03,13:00,22.6,56.4,45,60,75.0,ON,ON,OFF,142
SNS0001277,Room-107,2025-07-03,14:00,30.0,71.6,41,60,68.3,ON,ON,OFF,37
SNS0001278,Room-107,2025-07-03,15:00,21.5,43.1,3,60,5.0,OFF,ON,OFF,163
SNS0001279,Room-108,2025-07-03,07:00,29.3,63.0,6,60,10.0,OFF,ON,OFF,97
SNS0001280,Room-108,2025-07-03,08:00,22.4,72.6,14,60,23.3,OFF,ON,ON,50
SNS0001281,Room-108,2025-07-03,09:00,23.7,39.8,43,60,71.7,ON,ON,ON,154
SNS0001282,Room-108,2025-07-03,10:00,22.8,58.9,19,60,31.7,OFF,ON,ON,98
SNS0001283,Room-108,2025-07-03,11:00,37.1,64.8,16,60,26.7,OFF,ON,ON,50
SNS0001284,Room-108,2025-07-03,12:00,33.4,51.2,35,60,58.3,ON,ON,ON,157
SNS0001285,Room-108,2025-07-03,13:00,34.0,51.7,32,60,53.3,ON,ON,OFF,134
SNS0001286,Room-108,2025-07-03,14:00,35.5,45.0,3,60,5.0,OFF,ON,OFF,117
SNS0001287,Room-108,2025-07-03,15:00,26.1,39.1,8,60,13.3,OFF,ON,OFF,98
SNS0001288,Room-109,2025-07-03,07:00,24.2,39.1,6,60,10.0,OFF,ON,OFF,32
SNS0001289,Room-109,2025-07-03,08:00,22.8,45.2,32,60,53.3,ON,ON,OFF,178
SNS0001290,Room-109,2025-07-03,09:00,20.9,44.1,7,60,11.7,OFF,ON,OFF,142
SNS0001291,Room-109,2025-07-03,10:00,35.2,54.3,16,60,26.7,OFF,ON,OFF,86
SNS0001292,Room-109,2025-07-03,11:00,36.7,53.3,51,60,85.0,ON,ON,OFF,43
SNS0001293,Room-109,2025-07-03,12:00,31.5,44.8,5,60,8.3,OFF,ON,OFF,65
SNS0001294,Room-109,2025-07-03,13:00,22.1,45.3,40,60,66.7,ON,ON,ON,75
SNS0001295,Room-109,2025-07-03,14:00,35.3,61.7,31,60,51.7,ON,ON,OFF,163
SNS0001296,Room-109,2025-07-03,15:00,25.0,59.7,4,60,6.7,OFF,ON,OFF,109
SNS0001297,Room-110,2025-07-03,07:00,28.6,35.6,7,60,11.7,OFF,ON,OFF,31
SNS0001298,Room-110,2025-07-03,08:00,21.3,69.1,28,60,46.7,ON,ON,OFF,104
SNS0001299,Room-110,2025-07-03,09:00,27.7,48.0,24,60,40.0,ON,ON,ON,84
SNS0001300,Room-110,2025-07-03,10:00,22.4,60.3,23,60,38.3,ON,ON,ON,86
SNS0001301,Room-110,2025-07-03,11:00,35.4,72.4,43,60,71.7,ON,ON,OFF,103
SNS0001302,Room-110,2025-07-03,12:00,22.2,67.3,30,60,50.0,ON,ON,ON,158
SNS0001303,Room-110,2025-07-03,13:00,30.2,69.9,14,60,23.3,OFF,ON,ON,161
SNS0001304,Room-110,2025-07-03,14:00,23.9,72.3,50,60,83.3,ON,ON,OFF,121
SNS0001305,Room-110,2025-07-03,15:00,26.3,46.8,1,60,1.7,OFF,ON,OFF,148
SNS0001306,Room-111,2025-07-03,07:00,26.7,37.7,9,60,15.0,OFF,ON,OFF,164
SNS0001307,Room-111,2025-07-03,08:00,24.7,52.1,43,60,71.7,ON,ON,OFF,71
SNS0001308,Room-111,2025-07-03,09:00,24.9,67.5,0,60,0.0,OFF,OFF,OFF,161
SNS0001309,Room-111,2025-07-03,10:00,31.6,65.4,41,60,68.3,ON,ON,ON,99
SNS0001310,Room-111,2025-07-03,11:00,35.7,45.6,0,60,0.0,OFF,OFF,OFF,119
SNS0001311,Room-111,2025-07-03,12:00,32.2,35.8,8,60,13.3,OFF,ON,OFF,153
SNS0001312,Room-111,2025-07-03,13:00,22.3,52.8,15,60,25.0,OFF,ON,OFF,95
SNS0001313,Room-111,2025-07-03,14:00,23.9,38.0,33,60,55.0,ON,ON,ON,83
SNS0001314,Room-111,2025-07-03,15:00,26.5,58.7,5,60,8.3,OFF,ON,OFF,160
SNS0001315,Room-112,2025-07-03,07:00,26.6,44.5,8,60,13.3,OFF,ON,OFF,159
SNS0001316,Room-112,2025-07-03,08:00,24.1,65.4,9,60,15.0,OFF,ON,OFF,103
SNS0001317,Room-112,2025-07-03,09:00,25.9,50.7,34,60,56.7,ON,ON,ON,127
SNS0001318,Room-112,2025-07-03,10:00,33.7,51.8,2,60,3.3,OFF,ON,OFF,65
SNS0001319,Room-112,2025-07-03,11:00,29.5,35.9,22,60,36.7,ON,ON,OFF,64
SNS0001320,Room-112,2025-07-03,12:00,22.7,47.3,47,60,78.3,ON,ON,OFF,42
SNS0001321,Room-112,2025-07-03,13:00,23.7,64.1,53,60,88.3,ON,ON,ON,102
SNS0001322,Room-112,2025-07-03,14:00,30.9,37.6,30,60,50.0,ON,ON,OFF,118
SNS0001323,Room-112,2025-07-03,15:00,26.3,51.9,10,60,16.7,OFF,ON,OFF,153
SNS0001324,Room-113,2025-07-03,07:00,25.8,73.9,0,60,0.0,OFF,OFF,OFF,124
SNS0001325,Room-113,2025-07-03,08:00,20.2,35.8,31,60,51.7,ON,ON,OFF,124
SNS0001326,Room-113,2025-07-03,09:00,22.1,52.1,0,60,0.0,OFF,OFF,OFF,95
SNS0001327,Room-113,2025-07-03,10:00,25.6,53.9,32,60,53.3,ON,ON,OFF,53
SNS0001328,Room-113,2025-07-03,11:00,26.6,70.9,54,60,90.0,ON,ON,OFF,158
SNS0001329,Room-113,2025-07-03,12:00,22.1,66.4,28,60,46.7,ON,ON,OFF,103
SNS0001330,Room-113,2025-07-03,13:00,24.8,67.2,13,60,21.7,OFF,ON,ON,31
SNS0001331,Room-113,2025-07-03,14:00,34.3,72.7,19,60,31.7,OFF,ON,ON,118
SNS0001332,Room-113,2025-07-03,15:00,23.8,66.1,3,60,5.0,OFF,ON,OFF,124
SNS0001333,Room-114,2025-07-03,07:00,25.8,61.1,4,60,6.7,OFF,ON,OFF,127
SNS0001334,Room-114,2025-07-03,08:00,20.0,67.8,39,60,65.0,ON,ON,ON,77
SNS0001335,Room-114,2025-07-03,09:00,22.1,42.1,39,60,65.0,ON,ON,OFF,104
SNS0001336,Room-114,2025-07-03,10:00,36.0,39.8,46,60,76.7,ON,ON,OFF,34
SNS0001337,Room-114,2025-07-03,11:00,24.4,67.5,3,60,5.0,OFF,ON,OFF,95
SNS0001338,Room-114,2025-07-03,12:00,36.4,61.5,36,60,60.0,ON,ON,OFF,110
SNS0001339,Room-114,2025-07-03,13:00,34.8,61.9,49,60,81.7,ON,ON,OFF,94
SNS0001340,Room-114,2025-07-03,14:00,35.2,49.8,16,60,26.7,OFF,ON,ON,174
SNS0001341,Room-114,2025-07-03,15:00,29.0,57.8,6,60,10.0,OFF,ON,OFF,177
SNS0001342,Room-115,2025-07-03,07:00,25.2,53.8,8,60,13.3,OFF,ON,OFF,179
SNS0001343,Room-115,2025-07-03,08:00,30.0,66.0,10,60,16.7,OFF,ON,OFF,122
SNS0001344,Room-115,2025-07-03,09:00,25.0,50.9,2,60,3.3,OFF,ON,OFF,130
SNS0001345,Room-115,2025-07-03,10:00,35.7,37.2,29,60,48.3,ON,ON,ON,157
SNS0001346,Room-115,2025-07-03,11:00,30.5,41.8,28,60,46.7,ON,ON,ON,70
SNS0001347,Room-115,2025-07-03,12:00,31.9,69.5,8,60,13.3,OFF,ON,OFF,85
SNS0001348,Room-115,2025-07-03,13:00,34.0,70.1,11,60,18.3,OFF,ON,ON,153
SNS0001349,Room-115,2025-07-03,14:00,32.8,43.7,46,60,76.7,ON,ON,ON,99
SNS0001350,Room-115,2025-07-03,15:00,28.2,46.6,10,60,16.7,OFF,ON,OFF,153
SNS0001351,Room-201,2025-07-03,07:00,21.6,47.7,4,60,6.7,OFF,ON,OFF,149
