record_id,student_id,class,section,subject,exam_type,academic_year,max_marks,marks_obtained,percentage,grade,teacher_id,remarks
REC0002011,STU00151,1,C,Science,Final Exam,2025-26,100,55,55.0,C,TCH0038,
REC0002012,STU00151,1,C,Social Studies,Final Exam,2025-26,100,77,77.0,B+,TCH0035,Good
REC0002013,STU00151,1,C,Computer Science,Final Exam,2025-26,100,67,67.0,B,TCH0042,
REC0002014,STU00151,1,C,Physical Education,Final Exam,2025-26,100,43,43.0,D,TCH0027,Excellent
REC0002015,STU00152,8,D,English,Unit Test 1,2025-26,50,45,90.0,A+,TCH0043,Needs improvement
REC0002016,STU00152,8,D,Hindi,Unit Test 1,2025-26,50,31,62.0,B,TCH0061,Good
REC0002017,STU00152,8,D,Mathematics,Unit Test 1,2025-26,50,46,92.0,A+,TCH0080,Retest required
REC0002018,STU00152,8,D,Science,Unit Test 1,2025-26,50,31,62.0,B,TCH0047,Retest required
REC0002019,STU00152,8,D,Social Studies,Unit Test 1,2025-26,50,43,86.0,A,TCH0060,
REC0002020,STU00152,8,D,Computer Science,Unit Test 1,2025-26,50,36,72.0,B+,TCH0071,Average
REC0002021,STU00152,8,D,Physical Education,Unit Test 1,2025-26,50,41,82.0,A,TCH0033,
REC0002022,STU00152,8,D,English,Final Exam,2025-26,100,94,94.0,A+,TCH0056,Good
REC0002023,STU00152,8,D,Hindi,Final Exam,2025-26,100,80,80.0,A,TCH0068,Retest required
REC0002024,STU00152,8,D,Mathematics,Final Exam,2025-26,100,71,71.0,B+,TCH0014,Average
REC0002025,STU00152,8,D,Science,Final Exam,2025-26,100,71,71.0,B+,TCH0060,Absent for exam
REC0002026,STU00152,8,D,Social Studies,Final Exam,2025-26,100,83,83.0,A,TCH0079,Average
REC0002027,STU00152,8,D,Computer Science,Final Exam,2025-26,100,90,90.0,A+,TCH0040,Excellent
REC0002028,STU00152,8,D,Physical Education,Final Exam,2025-26,100,83,83.0,A,TCH0032,Excellent
REC0002029,STU00153,7,C,English,Unit Test 2,2025-26,50,28,56.0,C,TCH0027,Average
REC0002030,STU00153,7,C,Hindi,Unit Test 2,2025-26,50,22,44.0,D,TCH0039,
REC0002031,STU00153,7,C,Mathematics,Unit Test 2,2025-26,50,31,62.0,B,TCH0005,Average
REC0002032,STU00153,7,C,Science,Unit Test 2,2025-26,50,33,66.0,B,TCH0026,Needs improvement
REC0002033,STU00153,7,C,Social Studies,Unit Test 2,2025-26,50,36,72.0,B+,TCH0032,Retest required
REC0002034,STU00153,7,C,Computer Science,Unit Test 2,2025-26,50,32,64.0,B,TCH0035,Retest required
REC0002035,STU00153,7,C,Physical Education,Unit Test 2,2025-26,50,27,54.0,C,TCH0011,Average
REC0002036,STU00153,7,C,English,Unit Test 3,2025-26,50,24,48.0,D,TCH0062,Needs improvement
REC0002037,STU00153,7,C,Hindi,Unit Test 3,2025-26,50,23,46.0,D,TCH0010,
REC0002038,STU00153,7,C,Mathematics,Unit Test 3,2025-26,50,36,72.0,B+,TCH0079,Needs improvement
REC0002039,STU00153,7,C,Science,Unit Test 3,2025-26,50,25,50.0,C,TCH0007,Average
REC0002040,STU00153,7,C,Social Studies,Unit Test 3,2025-26,50,30,60.0,B,TCH0041,Retest required
REC0002041,STU00153,7,C,Computer Science,Unit Test 3,2025-26,50,42,84.0,A,TCH0008,Retest required
REC0002042,STU00153,7,C,Physical Education,Unit Test 3,2025-26,50,28,56.0,C,TCH0047,Average
REC0002043,STU00154,3,C,English,Unit Test 1,2025-26,50,14,28.0,F,TCH0005,
REC0002044,STU00154,3,C,Hindi,Unit Test 1,2025-26,50,16,32.0,F,TCH0037,Average
REC0002045,STU00154,3,C,Mathematics,Unit Test 1,2025-26,50,20,40.0,D,TCH0075,Absent for exam
REC0002046,STU00154,3,C,Science,Unit Test 1,2025-26,50,20,40.0,D,TCH0059,Needs improvement
REC0002047,STU00154,3,C,Social Studies,Unit Test 1,2025-26,50,17,34.0,D,TCH0044,Average
REC0002048,STU00154,3,C,Computer Science,Unit Test 1,2025-26,50,17,34.0,D,TCH0012,Excellent
REC0002049,STU00154,3,C,Physical Education,Unit Test 1,2025-26,50,23,46.0,D,TCH0046,
REC0002050,STU00154,3,C,English,Mid Term,2025-26,100,52,52.0,C,TCH0053,Excellent
REC0002051,STU00154,3,C,Hindi,Mid Term,2025-26,100,21,21.0,F,TCH0010,Excellent
REC0002052,STU00154,3,C,Mathematics,Mid Term,2025-26,100,42,42.0,D,TCH0004,Retest required
REC0002053,STU00154,3,C,Science,Mid Term,2025-26,100,51,51.0,C,TCH0068,Absent for exam
REC0002054,STU00154,3,C,Social Studies,Mid Term,2025-26,100,45,45.0,D,TCH0068,Absent for exam
REC0002055,STU00154,3,C,Computer Science,Mid Term,2025-26,100,33,33.0,D,TCH0004,Average
REC0002056,STU00154,3,C,Physical Education,Mid Term,2025-26,100,32,32.0,F,TCH0050,Average
REC0002057,STU00155,3,C,English,Final Exam,2025-26,100,44,44.0,D,TCH0026,Good
REC0002058,STU00155,3,C,Hindi,Final Exam,2025-26,100,25,25.0,F,TCH0034,
REC0002059,STU00155,3,C,Mathematics,Final Exam,2025-26,100,44,44.0,D,TCH0026,Retest required
REC0002060,STU00155,3,C,Science,Final Exam,2025-26,100,30,30.0,F,TCH0075,Retest required
REC0002061,STU00155,3,C,Social Studies,Final Exam,2025-26,100,25,25.0,F,TCH0050,
REC0002062,STU00155,3,C,Computer Science,Final Exam,2025-26,100,36,36.0,D,TCH0006,Needs improvement
REC0002063,STU00155,3,C,Physical Education,Final Exam,2025-26,100,43,43.0,D,TCH0066,Absent for exam
REC0002064,STU00155,3,C,English,Unit Test 4,2025-26,50,14,28.0,F,TCH0005,Good
REC0002065,STU00155,3,C,Hindi,Unit Test 4,2025-26,50,26,52.0,C,TCH0039,Retest required
REC0002066,STU00155,3,C,Mathematics,Unit Test 4,2025-26,50,21,42.0,D,TCH0012,Absent for exam
REC0002067,STU00155,3,C,Science,Unit Test 4,2025-26,50,23,46.0,D,TCH0060,
REC0002068,STU00155,3,C,Social Studies,Unit Test 4,2025-26,50,9,18.0,F,TCH0021,Retest required
REC0002069,STU00155,3,C,Computer Science,Unit Test 4,2025-26,50,13,26.0,F,TCH0079,Needs improvement
REC0002070,STU00155,3,C,Physical Education,Unit Test 4,2025-26,50,23,46.0,D,TCH0006,Absent for exam
REC0002071,STU00156,5,C,English,Final Exam,2025-26,100,28,28.0,F,TCH0007,Average
REC0002072,STU00156,5,C,Hindi,Final Exam,2025-26,100,38,38.0,D,TCH0020,Excellent
REC0002073,STU00156,5,C,Mathematics,Final Exam,2025-26,100,48,48.0,D,TCH0035,Retest required
REC0002074,STU00156,5,C,Science,Final Exam,2025-26,100,60,60.0,B,TCH0077,Good
REC0002075,STU00156,5,C,Social Studies,Final Exam,2025-26,100,56,56.0,C,TCH0005,Average
REC0002076,STU00156,5,C,Computer Science,Final Exam,2025-26,100,26,26.0,F,TCH0003,
REC0002077,STU00156,5,C,Physical Education,Final Exam,2025-26,100,41,41.0,D,TCH0043,Average
REC0002078,STU00156,5,C,English,Unit Test 3,2025-26,50,26,52.0,C,TCH0059,Absent for exam
REC0002079,STU00156,5,C,Hindi,Unit Test 3,2025-26,50,23,46.0,D,TCH0012,Needs improvement
REC0002080,STU00156,5,C,Mathematics,Unit Test 3,2025-26,50,25,50.0,C,TCH0054,Retest required
REC0002081,STU00156,5,C,Science,Unit Test 3,2025-26,50,19,38.0,D,TCH0002,Retest required
REC0002082,STU00156,5,C,Social Studies,Unit Test 3,2025-26,50,29,58.0,C,TCH0061,Absent for exam
REC0002083,STU00156,5,C,Computer Science,Unit Test 3,2025-26,50,20,40.0,D,TCH0030,Excellent
REC0002084,STU00156,5,C,Physical Education,Unit Test 3,2025-26,50,21,42.0,D,TCH0030,Absent for exam
REC0002085,STU00157,9,A,English,Mid Term,2025-26,100,66,66.0,B,TCH0044,Good
REC0002086,STU00157,9,A,Hindi,Mid Term,2025-26,100,37,37.0,D,TCH0077,Absent for exam
REC0002087,STU00157,9,A,Mathematics,Mid Term,2025-26,100,53,53.0,C,TCH0055,
REC0002088,STU00157,9,A,Science,Mid Term,2025-26,100,32,32.0,F,TCH0052,Average
REC0002089,STU00157,9,A,Social Studies,Mid Term,2025-26,100,36,36.0,D,TCH0039,Excellent
REC0002090,STU00157,9,A,Computer Science,Mid Term,2025-26,100,40,40.0,D,TCH0015,Good
REC0002091,STU00157,9,A,Physical Education,Mid Term,2025-26,100,39,39.0,D,TCH0032,Needs improvement
REC0002092,STU00157,9,A,English,Unit Test 2,2025-26,50,20,40.0,D,TCH0062,Retest required
REC0002093,STU00157,9,A,Hindi,Unit Test 2,2025-26,50,20,40.0,D,TCH0076,Average
REC0002094,STU00157,9,A,Mathematics,Unit Test 2,2025-26,50,20,40.0,D,TCH0077,
REC0002095,STU00157,9,A,Science,Unit Test 2,2025-26,50,22,44.0,D,TCH0061,Absent for exam
REC0002096,STU00157,9,A,Social Studies,Unit Test 2,2025-26,50,24,48.0,D,TCH0010,Absent for exam
REC0002097,STU00157,9,A,Computer Science,Unit Test 2,2025-26,50,23,46.0,D,TCH0036,Average
REC0002098,STU00157,9,A,Physical Education,Unit Test 2,2025-26,50,25,50.0,C,TCH0032,Excellent
REC0002099,STU00158,8,A,English,Unit Test 1,2025-26,50,40,80.0,A,TCH0056,Good
REC0002100,STU00158,8,A,Hindi,Unit Test 1,2025-26,50,29,58.0,C,TCH0068,Good
REC0002101,STU00158,8,A,Mathematics,Unit Test 1,2025-26,50,30,60.0,B,TCH0050,Absent for exam
REC0002102,STU00158,8,A,Science,Unit Test 1,2025-26,50,26,52.0,C,TCH0071,Good
REC0002103,STU00158,8,A,Social Studies,Unit Test 1,2025-26,50,22,44.0,D,TCH0020,Average
REC0002104,STU00158,8,A,Computer Science,Unit Test 1,2025-26,50,25,50.0,C,TCH0009,Average
REC0002105,STU00158,8,A,Physical Education,Unit Test 1,2025-26,50,31,62.0,B,TCH0034,Needs improvement
REC0002106,STU00158,8,A,English,Unit Test 3,2025-26,50,30,60.0,B,TCH0074,Absent for exam
REC0002107,STU00158,8,A,Hindi,Unit Test 3,2025-26,50,38,76.0,B+,TCH0066,Retest required
REC0002108,STU00158,8,A,Mathematics,Unit Test 3,2025-26,50,22,44.0,D,TCH0019,Retest required
REC0002109,STU00158,8,A,Science,Unit Test 3,2025-26,50,24,48.0,D,TCH0078,Needs improvement
REC0002110,STU00158,8,A,Social Studies,Unit Test 3,2025-26,50,38,76.0,B+,TCH0051,Needs improvement
REC0002111,STU00158,8,A,Computer Science,Unit Test 3,2025-26,50,31,62.0,B,TCH0033,Needs improvement
REC0002112,STU00158,8,A,Physical Education,Unit Test 3,2025-26,50,25,50.0,C,TCH0080,Average
REC0002113,STU00159,9,B,English,Unit Test 4,2025-26,50,39,78.0,B+,TCH0039,
REC0002114,STU00159,9,B,Hindi,Unit Test 4,2025-26,50,42,84.0,A,TCH0053,Absent for exam
REC0002115,STU00159,9,B,Mathematics,Unit Test 4,2025-26,50,40,80.0,A,TCH0060,
REC0002116,STU00159,9,B,Science,Unit Test 4,2025-26,50,45,90.0,A+,TCH0001,
REC0002117,STU00159,9,B,Social Studies,Unit Test 4,2025-26,50,47,94.0,A+,TCH0013,Retest required
REC0002118,STU00159,9,B,Computer Science,Unit Test 4,2025-26,50,28,56.0,C,TCH0032,Good
REC0002119,STU00159,9,B,Physical Education,Unit Test 4,2025-26,50,50,100.0,A+,TCH0041,Retest required
REC0002120,STU00159,9,B,English,Final Exam,2025-26,100,70,70.0,B+,TCH0060,Good
REC0002121,STU00159,9,B,Hindi,Final Exam,2025-26,100,77,77.0,B+,TCH0060,Retest required
REC0002122,STU00159,9,B,Mathematics,Final Exam,2025-26,100,92,92.0,A+,TCH0078,Needs improvement
REC0002123,STU00159,9,B,Science,Final Exam,2025-26,100,82,82.0,A,TCH0061,Excellent
REC0002124,STU00159,9,B,Social Studies,Final Exam,2025-26,100,80,80.0,A,TCH0078,Retest required
REC0002125,STU00159,9,B,Computer Science,Final Exam,2025-26,100,91,91.0,A+,TCH0011,Needs improvement
REC0002126,STU00159,9,B,Physical Education,Final Exam,2025-26,100,74,74.0,B+,TCH0008,Excellent
REC0002127,STU00160,9,A,English,Unit Test 4,2025-26,50,37,74.0,B+,TCH0038,Needs improvement
REC0002128,STU00160,9,A,Hindi,Unit Test 4,2025-26,50,38,76.0,B+,TCH0028,Needs improvement
REC0002129,STU00160,9,A,Mathematics,Unit Test 4,2025-26,50,43,86.0,A,TCH0039,Needs improvement
REC0002130,STU00160,9,A,Science,Unit Test 4,2025-26,50,43,86.0,A,TCH0029,Excellent
REC0002131,STU00160,9,A,Social Studies,Unit Test 4,2025-26,50,41,82.0,A,TCH0062,Excellent
REC0002132,STU00160,9,A,Computer Science,Unit Test 4,2025-26,50,35,70.0,B+,TCH0001,
REC0002133,STU00160,9,A,Physical Education,Unit Test 4,2025-26,50,36,72.0,B+,TCH0003,Average
REC0002134,STU00160,9,A,English,Mid Term,2025-26,100,87,87.0,A,TCH0032,Retest required
REC0002135,STU00160,9,A,Hindi,Mid Term,2025-26,100,78,78.0,B+,TCH0078,Needs improvement
REC0002136,STU00160,9,A,Mathematics,Mid Term,2025-26,100,72,72.0,B+,TCH0047,
REC0002137,STU00160,9,A,Science,Mid Term,2025-26,100,78,78.0,B+,TCH0031,Absent for exam
REC0002138,STU00160,9,A,Social Studies,Mid Term,2025-26,100,78,78.0,B+,TCH0044,
REC0002139,STU00160,9,A,Computer Science,Mid Term,2025-26,100,66,66.0,B,TCH0018,Good
REC0002140,STU00160,9,A,Physical Education,Mid Term,2025-26,100,78,78.0,B+,TCH0059,Average
REC0002141,STU00161,11,C,Accountancy,Unit Test 4,2025-26,50,38,76.0,B+,TCH0056,Excellent
REC0002142,STU00161,11,C,Business Studies,Unit Test 4,2025-26,50,36,72.0,B+,TCH0034,Good
REC0002143,STU00161,11,C,Economics,Unit Test 4,2025-26,50,39,78.0,B+,TCH0037,Average
REC0002144,STU00161,11,C,Mathematics,Unit Test 4,2025-26,50,35,70.0,B+,TCH0002,Retest required
REC0002145,STU00161,11,C,Informatics Practices,Unit Test 4,2025-26,50,42,84.0,A,TCH0035,Absent for exam
REC0002146,STU00161,11,C,Accountancy,Mid Term,2025-26,100,91,91.0,A+,TCH0015,Excellent
REC0002147,STU00161,11,C,Business Studies,Mid Term,2025-26,100,74,74.0,B+,TCH0044,Retest required
REC0002148,STU00161,11,C,Economics,Mid Term,2025-26,100,63,63.0,B,TCH0037,Excellent
REC0002149,STU00161,11,C,Mathematics,Mid Term,2025-26,100,86,86.0,A,TCH0034,Absent for exam
REC0002150,STU00161,11,C,Informatics Practices,Mid Term,2025-26,100,75,75.0,B+,TCH0020,Average
REC0002151,STU00162,6,A,English,Unit Test 2,2025-26,50,28,56.0,C,TCH0063,
REC0002152,STU00162,6,A,Hindi,Unit Test 2,2025-26,50,27,54.0,C,TCH0058,Absent for exam
REC0002153,STU00162,6,A,Mathematics,Unit Test 2,2025-26,50,26,52.0,C,TCH0021,Absent for exam
REC0002154,STU00162,6,A,Science,Unit Test 2,2025-26,50,31,62.0,B,TCH0038,Average
REC0002155,STU00162,6,A,Social Studies,Unit Test 2,2025-26,50,28,56.0,C,TCH0036,Excellent
REC0002156,STU00162,6,A,Computer Science,Unit Test 2,2025-26,50,31,62.0,B,TCH0049,Needs improvement
REC0002157,STU00162,6,A,Physical Education,Unit Test 2,2025-26,50,31,62.0,B,TCH0012,Retest required
REC0002158,STU00162,6,A,English,Unit Test 3,2025-26,50,22,44.0,D,TCH0045,
REC0002159,STU00162,6,A,Hindi,Unit Test 3,2025-26,50,31,62.0,B,TCH0056,Absent for exam
REC0002160,STU00162,6,A,Mathematics,Unit Test 3,2025-26,50,22,44.0,D,TCH0002,Excellent
REC0002161,STU00162,6,A,Science,Unit Test 3,2025-26,50,30,60.0,B,TCH0079,Good
REC0002162,STU00162,6,A,Social Studies,Unit Test 3,2025-26,50,45,90.0,A+,TCH0071,Needs improvement
REC0002163,STU00162,6,A,Computer Science,Unit Test 3,2025-26,50,40,80.0,A,TCH0076,Needs improvement
REC0002164,STU00162,6,A,Physical Education,Unit Test 3,2025-26,50,34,68.0,B,TCH0079,Good
REC0002165,STU00163,4,C,English,Unit Test 1,2025-26,50,40,80.0,A,TCH0052,Absent for exam
REC0002166,STU00163,4,C,Hindi,Unit Test 1,2025-26,50,26,52.0,C,TCH0076,Absent for exam
REC0002167,STU00163,4,C,Mathematics,Unit Test 1,2025-26,50,26,52.0,C,TCH0003,Retest required
REC0002168,STU00163,4,C,Science,Unit Test 1,2025-26,50,31,62.0,B,TCH0064,Retest required
REC0002169,STU00163,4,C,Social Studies,Unit Test 1,2025-26,50,30,60.0,B,TCH0056,Needs improvement
REC0002170,STU00163,4,C,Computer Science,Unit Test 1,2025-26,50,28,56.0,C,TCH0049,Needs improvement
REC0002171,STU00163,4,C,Physical Education,Unit Test 1,2025-26,50,36,72.0,B+,TCH0022,Needs improvement
REC0002172,STU00163,4,C,English,Unit Test 4,2025-26,50,36,72.0,B+,TCH0038,Needs improvement
REC0002173,STU00163,4,C,Hindi,Unit Test 4,2025-26,50,24,48.0,D,TCH0004,Average
REC0002174,STU00163,4,C,Mathematics,Unit Test 4,2025-26,50,33,66.0,B,TCH0022,Retest required
REC0002175,STU00163,4,C,Science,Unit Test 4,2025-26,50,34,68.0,B,TCH0005,Retest required
REC0002176,STU00163,4,C,Social Studies,Unit Test 4,2025-26,50,25,50.0,C,TCH0034,Excellent
REC0002177,STU00163,4,C,Computer Science,Unit Test 4,2025-26,50,29,58.0,C,TCH0007,Absent for exam
REC0002178,STU00163,4,C,Physical Education,Unit Test 4,2025-26,50,26,52.0,C,TCH0027,Retest required
REC0002179,STU00164,11,A,History,Mid Term,2025-26,100,47,47.0,D,TCH0015,
REC0002180,STU00164,11,A,Political Science,Mid Term,2025-26,100,38,38.0,D,TCH0008,Average
REC0002181,STU00164,11,A,Geography,Mid Term,2025-26,100,56,56.0,C,TCH0042,Good
REC0002182,STU00164,11,A,Economics,Mid Term,2025-26,100,42,42.0,D,TCH0060,Good
REC0002183,STU00164,11,A,Sociology,Mid Term,2025-26,100,34,34.0,D,TCH0045,Retest required
REC0002184,STU00164,11,A,History,Unit Test 2,2025-26,50,21,42.0,D,TCH0018,Retest required
REC0002185,STU00164,11,A,Political Science,Unit Test 2,2025-26,50,15,30.0,F,TCH0034,Retest required
REC0002186,STU00164,11,A,Geography,Unit Test 2,2025-26,50,25,50.0,C,TCH0074,
REC0002187,STU00164,11,A,Economics,Unit Test 2,2025-26,50,24,48.0,D,TCH0033,Excellent
REC0002188,STU00164,11,A,Sociology,Unit Test 2,2025-26,50,15,30.0,F,TCH0071,Absent for exam
REC0002189,STU00165,9,C,English,Unit Test 3,2025-26,50,34,68.0,B,TCH0009,Needs improvement
REC0002190,STU00165,9,C,Hindi,Unit Test 3,2025-26,50,37,74.0,B+,TCH0065,Needs improvement
REC0002191,STU00165,9,C,Mathematics,Unit Test 3,2025-26,50,36,72.0,B+,TCH0023,Good
REC0002192,STU00165,9,C,Science,Unit Test 3,2025-26,50,45,90.0,A+,TCH0036,Excellent
REC0002193,STU00165,9,C,Social Studies,Unit Test 3,2025-26,50,48,96.0,A+,TCH0070,
REC0002194,STU00165,9,C,Computer Science,Unit Test 3,2025-26,50,41,82.0,A,TCH0079,Absent for exam
REC0002195,STU00165,9,C,Physical Education,Unit Test 3,2025-26,50,49,98.0,A+,TCH0057,Excellent
REC0002196,STU00165,9,C,English,Unit Test 2,2025-26,50,41,82.0,A,TCH0079,Needs improvement
REC0002197,STU00165,9,C,Hindi,Unit Test 2,2025-26,50,34,68.0,B,TCH0070,Average
REC0002198,STU00165,9,C,Mathematics,Unit Test 2,2025-26,50,39,78.0,B+,TCH0066,Average
REC0002199,STU00165,9,C,Science,Unit Test 2,2025-26,50,42,84.0,A,TCH0040,Needs improvement
REC0002200,STU00165,9,C,Social Studies,Unit Test 2,2025-26,50,50,100.0,A+,TCH0073,Average
REC0002201,STU00165,9,C,Computer Science,Unit Test 2,2025-26,50,38,76.0,B+,TCH0034,Needs improvement
REC0002202,STU00165,9,C,Physical Education,Unit Test 2,2025-26,50,48,96.0,A+,TCH0034,Good
REC0002203,STU00166,4,C,English,Mid Term,2025-26,100,18,18.0,F,TCH0035,Good
REC0002204,STU00166,4,C,Hindi,Mid Term,2025-26,100,43,43.0,D,TCH0010,Excellent
REC0002205,STU00166,4,C,Mathematics,Mid Term,2025-26,100,35,35.0,D,TCH0061,Average
REC0002206,STU00166,4,C,Science,Mid Term,2025-26,100,42,42.0,D,TCH0009,Absent for exam
REC0002207,STU00166,4,C,Social Studies,Mid Term,2025-26,100,41,41.0,D,TCH0013,
REC0002208,STU00166,4,C,Computer Science,Mid Term,2025-26,100,30,30.0,F,TCH0034,Excellent
REC0002209,STU00166,4,C,Physical Education,Mid Term,2025-26,100,44,44.0,D,TCH0074,Good
REC0002210,STU00166,4,C,English,Unit Test 1,2025-26,50,22,44.0,D,TCH0038,Absent for exam
REC0002211,STU00166,4,C,Hindi,Unit Test 1,2025-26,50,17,34.0,D,TCH0078,Average
REC0002212,STU00166,4,C,Mathematics,Unit Test 1,2025-26,50,19,38.0,D,TCH0073,
REC0002213,STU00166,4,C,Science,Unit Test 1,2025-26,50,18,36.0,D,TCH0016,Excellent
REC0002214,STU00166,4,C,Social Studies,Unit Test 1,2025-26,50,11,22.0,F,TCH0025,Absent for exam
REC0002215,STU00166,4,C,Computer Science,Unit Test 1,2025-26,50,13,26.0,F,TCH0003,
REC0002216,STU00166,4,C,Physical Education,Unit Test 1,2025-26,50,17,34.0,D,TCH0018,Excellent
REC0002217,STU00167,5,C,English,Unit Test 4,2025-26,50,27,54.0,C,TCH0063,Excellent
REC0002218,STU00167,5,C,Hindi,Unit Test 4,2025-26,50,27,54.0,C,TCH0013,Excellent
REC0002219,STU00167,5,C,Mathematics,Unit Test 4,2025-26,50,32,64.0,B,TCH0043,Absent for exam
REC0002220,STU00167,5,C,Science,Unit Test 4,2025-26,50,26,52.0,C,TCH0059,
REC0002221,STU00167,5,C,Social Studies,Unit Test 4,2025-26,50,25,50.0,C,TCH0054,Excellent
REC0002222,STU00167,5,C,Computer Science,Unit Test 4,2025-26,50,35,70.0,B+,TCH0079,Retest required
REC0002223,STU00167,5,C,Physical Education,Unit Test 4,2025-26,50,25,50.0,C,TCH0055,Average
REC0002224,STU00167,5,C,English,Mid Term,2025-26,100,50,50.0,C,TCH0063,Good
REC0002225,STU00167,5,C,Hindi,Mid Term,2025-26,100,75,75.0,B+,TCH0008,
REC0002226,STU00167,5,C,Mathematics,Mid Term,2025-26,100,65,65.0,B,TCH0039,Good
REC0002227,STU00167,5,C,Science,Mid Term,2025-26,100,48,48.0,D,TCH0048,Average
REC0002228,STU00167,5,C,Social Studies,Mid Term,2025-26,100,55,55.0,C,TCH0013,Retest required
REC0002229,STU00167,5,C,Computer Science,Mid Term,2025-26,100,57,57.0,C,TCH0020,Absent for exam
REC0002230,STU00167,5,C,Physical Education,Mid Term,2025-26,100,51,51.0,C,TCH0071,Good
REC0002231,STU00168,8,C,English,Unit Test 4,2025-26,50,23,46.0,D,TCH0003,
REC0002232,STU00168,8,C,Hindi,Unit Test 4,2025-26,50,16,32.0,F,TCH0053,Needs improvement
REC0002233,STU00168,8,C,Mathematics,Unit Test 4,2025-26,50,17,34.0,D,TCH0065,Retest required
REC0002234,STU00168,8,C,Science,Unit Test 4,2025-26,50,20,40.0,D,TCH0071,Good
REC0002235,STU00168,8,C,Social Studies,Unit Test 4,2025-26,50,26,52.0,C,TCH0009,Excellent
REC0002236,STU00168,8,C,Computer Science,Unit Test 4,2025-26,50,27,54.0,C,TCH0041,Retest required
REC0002237,STU00168,8,C,Physical Education,Unit Test 4,2025-26,50,23,46.0,D,TCH0059,Needs improvement
REC0002238,STU00168,8,C,English,Unit Test 3,2025-26,50,13,26.0,F,TCH0077,Needs improvement
REC0002239,STU00168,8,C,Hindi,Unit Test 3,2025-26,50,10,20.0,F,TCH0067,Retest required
REC0002240,STU00168,8,C,Mathematics,Unit Test 3,2025-26,50,23,46.0,D,TCH0063,
REC0002241,STU00168,8,C,Science,Unit Test 3,2025-26,50,14,28.0,F,TCH0056,
REC0002242,STU00168,8,C,Social Studies,Unit Test 3,2025-26,50,18,36.0,D,TCH0075,Good
REC0002243,STU00168,8,C,Computer Science,Unit Test 3,2025-26,50,12,24.0,F,TCH0015,
REC0002244,STU00168,8,C,Physical Education,Unit Test 3,2025-26,50,29,58.0,C,TCH0044,Average
REC0002245,STU00169,8,C,English,Mid Term,2025-26,100,75,75.0,B+,TCH0068,
REC0002246,STU00169,8,C,Hindi,Mid Term,2025-26,100,63,63.0,B,TCH0053,
REC0002247,STU00169,8,C,Mathematics,Mid Term,2025-26,100,71,71.0,B+,TCH0005,Needs improvement
REC0002248,STU00169,8,C,Science,Mid Term,2025-26,100,53,53.0,C,TCH0009,Needs improvement
REC0002249,STU00169,8,C,Social Studies,Mid Term,2025-26,100,60,60.0,B,TCH0014,Retest required
REC0002250,STU00169,8,C,Computer Science,Mid Term,2025-26,100,66,66.0,B,TCH0064,Good
REC0002251,STU00169,8,C,Physical Education,Mid Term,2025-26,100,51,51.0,C,TCH0015,
REC0002252,STU00169,8,C,English,Unit Test 4,2025-26,50,26,52.0,C,TCH0068,Excellent
REC0002253,STU00169,8,C,Hindi,Unit Test 4,2025-26,50,43,86.0,A,TCH0073,Average
REC0002254,STU00169,8,C,Mathematics,Unit Test 4,2025-26,50,27,54.0,C,TCH0072,
REC0002255,STU00169,8,C,Science,Unit Test 4,2025-26,50,27,54.0,C,TCH0004,Absent for exam
REC0002256,STU00169,8,C,Social Studies,Unit Test 4,2025-26,50,24,48.0,D,TCH0020,Excellent
REC0002257,STU00169,8,C,Computer Science,Unit Test 4,2025-26,50,37,74.0,B+,TCH0046,Needs improvement
REC0002258,STU00169,8,C,Physical Education,Unit Test 4,2025-26,50,24,48.0,D,TCH0037,Excellent
REC0002259,STU00170,1,C,English,Mid Term,2025-26,100,66,66.0,B,TCH0079,Average
REC0002260,STU00170,1,C,Hindi,Mid Term,2025-26,100,57,57.0,C,TCH0019,Excellent
REC0002261,STU00170,1,C,Mathematics,Mid Term,2025-26,100,62,62.0,B,TCH0016,
REC0002262,STU00170,1,C,Science,Mid Term,2025-26,100,59,59.0,C,TCH0042,Absent for exam
REC0002263,STU00170,1,C,Social Studies,Mid Term,2025-26,100,71,71.0,B+,TCH0064,Absent for exam
REC0002264,STU00170,1,C,Computer Science,Mid Term,2025-26,100,69,69.0,B,TCH0046,Retest required
REC0002265,STU00170,1,C,Physical Education,Mid Term,2025-26,100,57,57.0,C,TCH0003,Excellent
REC0002266,STU00170,1,C,English,Unit Test 1,2025-26,50,28,56.0,C,TCH0014,Excellent
REC0002267,STU00170,1,C,Hindi,Unit Test 1,2025-26,50,26,52.0,C,TCH0080,Good
REC0002268,STU00170,1,C,Mathematics,Unit Test 1,2025-26,50,40,80.0,A,TCH0047,Excellent
REC0002269,STU00170,1,C,Science,Unit Test 1,2025-26,50,31,62.0,B,TCH0072,Needs improvement
REC0002270,STU00170,1,C,Social Studies,Unit Test 1,2025-26,50,19,38.0,D,TCH0044,Retest required
REC0002271,STU00170,1,C,Computer Science,Unit Test 1,2025-26,50,24,48.0,D,TCH0035,Absent for exam
REC0002272,STU00170,1,C,Physical Education,Unit Test 1,2025-26,50,31,62.0,B,TCH0004,Average
REC0002273,STU00171,4,A,English,Unit Test 3,2025-26,50,27,54.0,C,TCH0032,
REC0002274,STU00171,4,A,Hindi,Unit Test 3,2025-26,50,29,58.0,C,TCH0077,
